序號,英文名稱,中文名稱,來源網站
433,advancing-slope method,推進傾斜式工法,https://terms.naer.edu.tw/
434,advection,對流,https://terms.naer.edu.tw/
435,adverse possession,時效取得,https://terms.naer.edu.tw/
436,advertisement and sign control,廣告及招牌管制,https://terms.naer.edu.tw/
437,advertisement for bids,招標公告,https://terms.naer.edu.tw/
438,advertising tower,廣告塔,https://terms.naer.edu.tw/
439,advise,通知；告知,https://terms.naer.edu.tw/
440,advisory group,顧問團,https://terms.naer.edu.tw/
441,advisory group,顧問團,https://terms.naer.edu.tw/
442,advisory speed zone,勸導速率區,https://terms.naer.edu.tw/
443,adyton,內廟；至聖室；至聖所{古典神廟},https://terms.naer.edu.tw/
444,adytum,內廟；至聖室；至聖所{古典神廟},https://terms.naer.edu.tw/
445,aedicula,小神龕{拉丁文},https://terms.naer.edu.tw/
446,aedicule,壁龕,https://terms.naer.edu.tw/
447,aeolian,風積,https://terms.naer.edu.tw/
448,aeolian deposit,風積層；風積土,https://terms.naer.edu.tw/
449,aerated aerobic lagoon,曝氣氧化塘,https://terms.naer.edu.tw/
450,aerated concrete,氣泡混凝土,https://terms.naer.edu.tw/
451,aerated contact bed,曝氣接觸床,https://terms.naer.edu.tw/
452,aerated grit chamber,曝氣沈砂池,https://terms.naer.edu.tw/
453,aerated lagoon,曝氣氧化塘,https://terms.naer.edu.tw/
454,aerated pond,曝氣塘,https://terms.naer.edu.tw/
455,aeration,曝氣,https://terms.naer.edu.tw/
456,aeration basin,曝氣池,https://terms.naer.edu.tw/
457,aeration equipment,曝氣設備,https://terms.naer.edu.tw/
458,aeration fraction (AF),好氧分率,https://terms.naer.edu.tw/
459,aeration period,曝氣時間,https://terms.naer.edu.tw/
460,aeration sedimentation tank,曝氣沉砂池,https://terms.naer.edu.tw/
461,aeration tank,曝氣槽,https://terms.naer.edu.tw/
462,aeration zone,通氣層,https://terms.naer.edu.tw/
463,aerator,曝氣機,https://terms.naer.edu.tw/
464,aerial cableway,空中索道,https://terms.naer.edu.tw/
465,aerial camera,航空相機；航空攝影機,https://terms.naer.edu.tw/
466,aerial digital camera,航空數位相機；航空數位攝影機,https://terms.naer.edu.tw/
467,aerial levelling,航空水準測量,https://terms.naer.edu.tw/
468,aerial mapping camera,航空製圖相機；航空製圖攝影機,https://terms.naer.edu.tw/
469,aerial photo,航空像片,https://terms.naer.edu.tw/
470,aerial photogrammetry,航空攝影測量,https://terms.naer.edu.tw/
471,aerial photograph,航空像片；空照圖,https://terms.naer.edu.tw/
472,aerial photograph interpretation,航照判讀,https://terms.naer.edu.tw/
473,aerial photographic surveying,航空攝影測量,https://terms.naer.edu.tw/
474,aerial photography,航空攝影,https://terms.naer.edu.tw/
475,aerial port of entry,航空進口站,https://terms.naer.edu.tw/
476,aerial ropeway,架空纜車,https://terms.naer.edu.tw/
477,aerial survey,航空測量,https://terms.naer.edu.tw/
478,aerial tramway,架空索道{美式}；架空軌道{英式},https://terms.naer.edu.tw/
479,aerial triangulation,空中三角測量,https://terms.naer.edu.tw/
480,aerial view,鳥瞰圖；鳥瞰視景,https://terms.naer.edu.tw/
481,aerial view,鳥瞰圖；鳥瞰視景,https://terms.naer.edu.tw/
482,aerial work,空中作業,https://terms.naer.edu.tw/
483,aero information display system,飛航資訊顯示系統,https://terms.naer.edu.tw/
484,Aerobacter aerogenes,產氣桿菌,https://terms.naer.edu.tw/
485,aerobe,好氧菌；需氧菌,https://terms.naer.edu.tw/
486,aerobic bacteria,好氧性細菌；需氧性細菌,https://terms.naer.edu.tw/
487,aerobic digestion,好氧消化,https://terms.naer.edu.tw/
488,aerobic lagoon,好氧塘,https://terms.naer.edu.tw/
489,aerobic landfill,好氧性掩埋,https://terms.naer.edu.tw/
490,aerobic sludge digestion,好氧污泥消化,https://terms.naer.edu.tw/
491,aerobic waste treatment,好氧性廢污處理,https://terms.naer.edu.tw/
492,aerodrome,飛機場,https://terms.naer.edu.tw/
493,aerodrome control service,機場管制業務,https://terms.naer.edu.tw/
494,aerodrome control tower,機場管制塔臺,https://terms.naer.edu.tw/
495,aerodrome reference point,航空站標點,https://terms.naer.edu.tw/
496,aerodrome traffic circuit,進離場航線,https://terms.naer.edu.tw/
497,aerodrome traffic pattern,進離場航線,https://terms.naer.edu.tw/
498,aerodrome-beacon,機場信標燈,https://terms.naer.edu.tw/
499,aerodynamic diameter,氣動直徑；氣動粒徑,https://terms.naer.edu.tw/
500,aerodynamic instability,空氣動力不穩定,https://terms.naer.edu.tw/
501,aerodynamic roughness,空氣動力粗糙度,https://terms.naer.edu.tw/
502,aeroelastic instability,氣動彈性不穩定,https://terms.naer.edu.tw/
503,aeroelastic phenomena,氣動彈性現象,https://terms.naer.edu.tw/
504,aeroelastic vibration,氣動彈性振動,https://terms.naer.edu.tw/
505,aeroelasticity,氣動彈性力學,https://terms.naer.edu.tw/
506,aeromechanics,空氣力學,https://terms.naer.edu.tw/
507,aeronautical chart,航空圖,https://terms.naer.edu.tw/
508,aeronautical ground beacon,航空地面標燈,https://terms.naer.edu.tw/
509,aeronautical ground light,航空地面燈光,https://terms.naer.edu.tw/
510,Aeronautical Information Publication (AIP),飛航指南,https://terms.naer.edu.tw/
511,aeronautical radio navigation service,航空無線電助航服務,https://terms.naer.edu.tw/
512,aeronautical route chart,航路圖表,https://terms.naer.edu.tw/
513,aeroplane flight manual,飛機飛航手冊,https://terms.naer.edu.tw/
514,aerosil,矽搖變劑,https://terms.naer.edu.tw/
515,aerosol,氣膠；氣霧劑,https://terms.naer.edu.tw/
516,aerotriangulation ,空中三角測量,https://terms.naer.edu.tw/
517,aesthetic district,景觀區,https://terms.naer.edu.tw/
518,aestheticism,美學主義；唯美主義,https://terms.naer.edu.tw/
519,affected parties,受影響者,https://terms.naer.edu.tw/
520,affine calibration,關係校正,https://terms.naer.edu.tw/
521,affine coordinate transformation,仿射坐標轉換,https://terms.naer.edu.tw/
522,affine transformation,仿射轉換,https://terms.naer.edu.tw/
523,affinity,親和力,https://terms.naer.edu.tw/
524,affirmative action,平權行動,https://terms.naer.edu.tw/
525,affluent,支流,https://terms.naer.edu.tw/
526,afforestation,造林,https://terms.naer.edu.tw/
527,aflatoxin,黃麴毒素,https://terms.naer.edu.tw/
528,afloat,漂浮,https://terms.naer.edu.tw/
529,after burner system,後燃系統,https://terms.naer.edu.tw/
530,after cure,硬化後,https://terms.naer.edu.tw/
531,after practical completion,實質完工後[階段],https://terms.naer.edu.tw/
532,afterbody,艉部,https://terms.naer.edu.tw/
533,aftercare,交付後服務,https://terms.naer.edu.tw/
534,aftercooler,後冷卻器,https://terms.naer.edu.tw/
535,aftershock,餘震,https://terms.naer.edu.tw/
536,afwillite,C-S-H膠體,https://terms.naer.edu.tw/
537,agar,洋菜,https://terms.naer.edu.tw/
538,agate,瑪瑙,https://terms.naer.edu.tw/
539,age and sex composition,年齡及性別組成,https://terms.naer.edu.tw/
540,age and sex structure,年齡及性別結構,https://terms.naer.edu.tw/
541,Age Discrimination in Employment Act,[美國]就業年齡歧視法,https://terms.naer.edu.tw/
542,age limit for driver,駕駛人[最低]年齡限制,https://terms.naer.edu.tw/
543,age of stream,溪齡；溪年,https://terms.naer.edu.tw/
544,age-specific death rate,特定年齡死亡率,https://terms.naer.edu.tw/
545,age-specific fertility rate,特定年齡繁殖力,https://terms.naer.edu.tw/
546,agency construction management (ACM),營建管理顧問,https://terms.naer.edu.tw/
547,agenda item,議程項目,https://terms.naer.edu.tw/
548,agent,摻[劑],https://terms.naer.edu.tw/
549,agglomeration,結球；結塊；凝聚,https://terms.naer.edu.tw/
550,agglutination,膠結；凝集,https://terms.naer.edu.tw/
551,aggradation,沉積；堆積；河床淤高,https://terms.naer.edu.tw/
552,aggrading stream,淤積河川,https://terms.naer.edu.tw/
553,aggregate,粒料；骨材；凝聚,https://terms.naer.edu.tw/
554,aggregate batcher,粒料配料器,https://terms.naer.edu.tw/
555,aggregate blending,粒料混和,https://terms.naer.edu.tw/
556,aggregate crusher,碎石機,https://terms.naer.edu.tw/
557,aggregate excavation equipment,粒料開挖設備,https://terms.naer.edu.tw/
558,aggregate gradation,粒料級配,https://terms.naer.edu.tw/
559,aggregate interlock,粒料互鎖,https://terms.naer.edu.tw/
560,aggregate processing equipment,粒料處理設備,https://terms.naer.edu.tw/
561,aggregate screen,粒料篩分,https://terms.naer.edu.tw/
562,aggregate spreader,粒料攤鋪機,https://terms.naer.edu.tw/
563,aggregate stockpile,粒料堆置,https://terms.naer.edu.tw/
564,aggregate storage bin,粒料儲存槽,https://terms.naer.edu.tw/
565,aggregate surfacing,碎石料表層鋪築,https://terms.naer.edu.tw/
566,aggregate transparency,粒料透影,https://terms.naer.edu.tw/
567,aggregate truck,粒料車,https://terms.naer.edu.tw/
568,aggregate-cement ratio,粒料水泥比,https://terms.naer.edu.tw/
569,aggregated structure,團聚結構,https://terms.naer.edu.tw/
570,aggregation,聚集；聚合｛測圖｝,https://terms.naer.edu.tw/
571,aggressive carbon dioxide,腐蝕性二氧化碳,https://terms.naer.edu.tw/
572,aging,老化,https://terms.naer.edu.tw/
573,agitating lorry,預拌混凝土運送車,https://terms.naer.edu.tw/
574,agitating speed,攪拌速率,https://terms.naer.edu.tw/
575,agitating truck,攪拌車,https://terms.naer.edu.tw/
576,agitation,攪拌,https://terms.naer.edu.tw/
577,agitator,攪拌器,https://terms.naer.edu.tw/
578,agitator truck,預拌混凝土運送車,https://terms.naer.edu.tw/
579,agitator-body truck,預拌混凝土運送車,https://terms.naer.edu.tw/
580,agonic line,零磁偏線,https://terms.naer.edu.tw/
581,agora,露天市集{希臘}；廣場{希臘},https://terms.naer.edu.tw/
582,agreement,協議；協定,https://terms.naer.edu.tw/
583,agricultural belt,農業環帶；農業地帶,https://terms.naer.edu.tw/
584,agricultural district,農業區,https://terms.naer.edu.tw/
585,agricultural drain,農田排水,https://terms.naer.edu.tw/
586,agricultural economy,農業經濟,https://terms.naer.edu.tw/
587,agricultural land,農業用地,https://terms.naer.edu.tw/
588,agricultural land conversion,農業用地轉換,https://terms.naer.edu.tw/
589,agricultural location theory,農業區位理論,https://terms.naer.edu.tw/
590,agricultural society,農業社會,https://terms.naer.edu.tw/
591,agricultural waste,農業廢污,https://terms.naer.edu.tw/
592,agriculture runoff,農業區逕流,https://terms.naer.edu.tw/
593,ahead of schedule,進度超前,https://terms.naer.edu.tw/
594,aileron,副翼,https://terms.naer.edu.tw/
595,air barrier,空氣阻絕隔熱材,https://terms.naer.edu.tw/
596,air base,飛行基地,https://terms.naer.edu.tw/
597,air binding,空氣閉塞；氣結,https://terms.naer.edu.tw/
598,air blow pipe,噴氣清理管,https://terms.naer.edu.tw/
599,air brake,氣韌；空壓煞車,https://terms.naer.edu.tw/
600,air bubble,氣泡,https://terms.naer.edu.tw/
601,air cargo,空運貨物,https://terms.naer.edu.tw/
602,air carrier,航空運輸業,https://terms.naer.edu.tw/
603,air carrier airport,航空運輸機場,https://terms.naer.edu.tw/
604,air change rate,換氣率,https://terms.naer.edu.tw/
605,Air changes per hour (ACH),每小時換氣次數,https://terms.naer.edu.tw/
606,air circuit breaker,空氣斷路器,https://terms.naer.edu.tw/
607,air cleaning device,空氣清淨裝置,https://terms.naer.edu.tw/
608,air compressor,空壓機、空氣壓縮機,https://terms.naer.edu.tw/
609,air conditioning,空調,https://terms.naer.edu.tw/
610,air conditioning system,空調系統,https://terms.naer.edu.tw/
611,air content,空氣含量；含氣量,https://terms.naer.edu.tw/
612,air cooling condenser,氣冷式冷凝器,https://terms.naer.edu.tw/
613,air cure agent,氣硬化劑,https://terms.naer.edu.tw/
614,air cure type resin,氣硬化樹脂,https://terms.naer.edu.tw/
615,air curing,空氣養護,https://terms.naer.edu.tw/
616,air deflector,空氣導流板,https://terms.naer.edu.tw/
617,air dried,風乾,https://terms.naer.edu.tw/
618,air dry,氣乾,https://terms.naer.edu.tw/
619,air dryer,空氣乾燥機,https://terms.naer.edu.tw/
620,air drying,氣乾,https://terms.naer.edu.tw/
621,air drying seasoning,氣乾,https://terms.naer.edu.tw/
622,air duct,空氣導管,https://terms.naer.edu.tw/
623,air dump car,氣壓傾卸車,https://terms.naer.edu.tw/
624,air elutriation,風析,https://terms.naer.edu.tw/
625,air elutriator,風析機,https://terms.naer.edu.tw/
626,air entraining,輸氣,https://terms.naer.edu.tw/
627,air entraining agent,輸氣劑,https://terms.naer.edu.tw/
628,air entraining cement,輸氣水泥,https://terms.naer.edu.tw/
629,air entrainment,輸氣,https://terms.naer.edu.tw/
630,air exchange rate,空氣交換率,https://terms.naer.edu.tw/
631,air filter,空氣濾清器,https://terms.naer.edu.tw/
632,air flotation unit,空氣浮除單元,https://terms.naer.edu.tw/
633,air freighter,貨運飛機,https://terms.naer.edu.tw/
634,air handling unit,空氣調節箱,https://terms.naer.edu.tw/
635,air inlet,空氣進口,https://terms.naer.edu.tw/
636,air interrupter,空氣斷路器,https://terms.naer.edu.tw/
637,air isolated switch equipment,空氣絕緣開關設備,https://terms.naer.edu.tw/
638,air knock,氣槌,https://terms.naer.edu.tw/
639,air lift,氣壓輸送器,https://terms.naer.edu.tw/
640,air lock,氣閘；氣塞,https://terms.naer.edu.tw/
641,air marker,航空標誌,https://terms.naer.edu.tw/
642,air meter,氣量計,https://terms.naer.edu.tw/
643,air moisture,空氣水分,https://terms.naer.edu.tw/
644,air navigation aid,助航設備,https://terms.naer.edu.tw/
645,air navigational aid,助航設備,https://terms.naer.edu.tw/
646,air navigational radio facility,航空無線電設施,https://terms.naer.edu.tw/
647,air outlet,空氣出口,https://terms.naer.edu.tw/
648,air plenum,送風空氣室[箱]；回風空氣室[箱],https://terms.naer.edu.tw/
649,air pollutant,空氣污染物,https://terms.naer.edu.tw/
650,air pollution,空氣污染,https://terms.naer.edu.tw/
651,air pollution control,空氣污染防制,https://terms.naer.edu.tw/
652,Air Pollution Control Act,空氣污染防制法,https://terms.naer.edu.tw/
653,air pollution control device,空氣污染控制設備,https://terms.naer.edu.tw/
654,air pollution control equipment,空氣污染控制設備,https://terms.naer.edu.tw/
655,air pollution control fee,空氣污染防制費,https://terms.naer.edu.tw/
656,air pollution control region,空氣污染防制區,https://terms.naer.edu.tw/
657,air pollution control strategy,空氣污染控制策略,https://terms.naer.edu.tw/
658,air pollution episode,空氣污染事件,https://terms.naer.edu.tw/
659,air pollution potential,空氣污染潛勢,https://terms.naer.edu.tw/
660,air pollution source,空氣污染源,https://terms.naer.edu.tw/
661,air pre-heater,空氣預熱器,https://terms.naer.edu.tw/
662,air preheater,空氣預熱器,https://terms.naer.edu.tw/
663,air quality,空氣品質,https://terms.naer.edu.tw/
664,air quality criteria,空氣品質準則,https://terms.naer.edu.tw/
665,air quality forcasting,空氣品質預報,https://terms.naer.edu.tw/
666,air quality forcasting area,空氣品質預報區,https://terms.naer.edu.tw/
